"","n","k","Largos","distri"
"3578",90,18,10,1
"3579",90,18,13,1
"3580",90,18,20,1
"3581",90,18,9,1
"3582",90,18,5,1
"3583",90,18,9,1
"3584",90,18,15,1
"3585",90,18,14,1
"3586",90,18,30,1
"3587",90,18,9,1
"3588",90,18,22,1
"3589",90,18,10,1
"3590",90,18,6,1
"3591",90,18,5,1
"3592",90,18,13,1
"3593",90,18,9,1
"3594",90,18,34,1
"3595",90,18,25,1
"3596",90,18,17,1
"3597",90,18,33,1
"3598",90,18,11,1
"3599",90,18,79,1
"3600",90,18,17,1
"3601",40,21,13,1
"3602",40,21,10,1
"3603",40,21,40,1
"3604",40,21,10,1
"3605",40,21,22,1
"3606",40,21,11,1
"3607",40,21,14,1
"3608",40,21,6,1
"3609",40,21,8,1
"3610",40,21,21,1
"3611",40,21,24,1
"3612",40,21,15,1
"3613",40,21,4,1
"3614",40,21,63,1
"3615",40,21,24,1
"3616",40,21,30,1
"3617",40,21,5,1
"3618",40,21,31,1
"3619",40,21,25,1
"3620",40,21,41,1
"3621",40,21,137,1
"3622",40,21,32,1
"3623",40,21,8,1
"3624",40,21,14,1
"3625",40,21,5,1
"3626",40,21,32,1
"3627",40,21,31,1
"3628",40,21,9,1
"3629",40,21,22,1
"3630",40,21,56,1
"3631",40,21,8,1
"3632",40,21,16,1
"3633",40,21,36,1
"3634",40,21,31,1
"3635",40,21,9,1
"3636",40,21,14,1
"3637",40,21,22,1
"3638",40,21,8,1
"3639",40,21,10,1
"3640",40,21,5,1
"3641",40,21,44,1
"3642",40,21,110,1
"3643",40,21,38,1
"3644",40,21,3,1
"3645",40,21,48,1
"3646",40,21,25,1
"3647",40,21,83,1
"3648",40,21,33,1
"3649",40,21,20,1
"3650",40,21,5,1
"3651",40,21,47,1
"3652",40,21,46,1
"3653",40,21,12,1
"3654",40,21,9,1
"3655",40,21,24,1
"3656",40,21,14,1
"3657",40,21,9,1
"3658",40,21,6,1
"3659",40,21,26,1
"3660",40,21,13,1
"3661",40,21,12,1
"3662",40,21,47,1
"3663",40,21,6,1
"3664",40,21,21,1
"3665",40,21,16,1
"3666",40,21,55,1
"3667",40,21,19,1
"3668",40,21,17,1
"3669",40,21,29,1
"3670",40,21,21,1
"3671",40,21,15,1
"3672",40,21,3,1
"3673",40,21,122,1
"3674",40,21,99,1
"3675",40,21,59,1
"3676",40,21,10,1
"3677",40,21,38,1
"3678",40,21,14,1
"3679",40,21,39,1
"3680",40,21,17,1
"3681",40,21,37,1
"3682",40,21,14,1
"3683",40,21,29,1
"3684",40,21,18,1
"3685",40,21,3,1
"3686",40,21,63,1
"3687",40,21,34,1
"3688",40,21,13,1
"3689",40,21,20,1
"3690",40,21,83,1
"3691",40,21,26,1
"3692",40,21,13,1
"3693",40,21,13,1
"3694",40,21,29,1
"3695",40,21,2,1
"3696",40,21,9,1
"3697",40,21,15,1
"3698",40,21,12,1
"3699",40,21,41,1
"3700",40,21,10,1
"3701",40,21,15,1
"3702",40,21,16,1
"3703",40,21,41,1
"3704",40,21,28,1
"3705",40,21,6,1
"3706",40,21,14,1
"3707",40,21,76,1
"3708",40,21,18,1
"3709",40,21,35,1
"3710",40,21,16,1
"3711",40,21,24,1
"3712",40,21,14,1
"3713",40,21,8,1
"3714",40,21,8,1
"3715",40,21,3,1
"3716",40,21,31,1
"3717",40,21,16,1
"3718",40,21,16,1
"3719",40,21,30,1
"3720",40,21,27,1
"3721",40,21,88,1
"3722",40,21,20,1
"3723",40,21,40,1
"3724",40,21,17,1
"3725",40,21,2,1
"3726",40,21,8,1
"3727",40,21,26,1
"3728",40,21,15,1
"3729",40,21,22,1
"3730",40,21,6,1
"3731",40,21,25,1
"3732",40,21,9,1
"3733",40,21,27,1
"3734",40,21,10,1
"3735",40,21,6,1
"3736",40,21,69,1
"3737",40,21,12,1
"3738",40,21,9,1
"3739",40,21,59,1
"3740",40,21,12,1
"3741",40,21,15,1
"3742",40,21,14,1
"3743",40,21,28,1
"3744",40,21,158,1
"3745",40,21,11,1
"3746",40,21,6,1
"3747",40,21,34,1
"3748",40,21,10,1
"3749",40,21,10,1
"3750",40,21,16,1
"3751",40,21,12,1
"3752",40,21,11,1
"3753",40,21,12,1
"3754",40,21,34,1
"3755",40,21,6,1
"3756",40,21,11,1
"3757",40,21,34,1
"3758",40,21,6,1
"3759",40,21,56,1
"3760",40,21,41,1
"3761",40,21,21,1
"3762",40,21,41,1
"3763",40,21,12,1
"3764",40,21,26,1
"3765",40,21,2,1
"3766",40,21,18,1
"3767",40,21,19,1
"3768",40,21,15,1
"3769",40,21,21,1
"3770",40,21,11,1
"3771",40,21,5,1
"3772",40,21,15,1
"3773",40,21,8,1
"3774",40,21,9,1
"3775",40,21,13,1
"3776",40,21,14,1
"3777",40,21,24,1
"3778",40,21,33,1
"3779",40,21,30,1
"3780",40,21,10,1
"3781",40,21,16,1
"3782",40,21,8,1
"3783",40,21,13,1
"3784",40,21,66,1
"3785",40,21,10,1
"3786",40,21,16,1
"3787",40,21,22,1
"3788",40,21,4,1
"3789",40,21,12,1
"3790",40,21,32,1
"3791",40,21,13,1
"3792",40,21,15,1
"3793",40,21,4,1
"3794",40,21,8,1
"3795",40,21,11,1
"3796",40,21,5,1
"3797",40,21,15,1
"3798",40,21,21,1
"3799",40,21,8,1
"3800",40,21,51,1
"3801",50,21,11,1
"3802",50,21,31,1
"3803",50,21,11,1
"3804",50,21,34,1
"3805",50,21,12,1
"3806",50,21,9,1
"3807",50,21,3,1
"3808",50,21,4,1
"3809",50,21,35,1
"3810",50,21,27,1
"3811",50,21,19,1
"3812",50,21,7,1
"3813",50,21,4,1
"3814",50,21,18,1
"3815",50,21,4,1
"3816",50,21,15,1
"3817",50,21,12,1
"3818",50,21,25,1
"3819",50,21,14,1
"3820",50,21,4,1
"3821",50,21,25,1
"3822",50,21,64,1
"3823",50,21,7,1
"3824",50,21,19,1
"3825",50,21,9,1
"3826",50,21,13,1
"3827",50,21,18,1
"3828",50,21,17,1
"3829",50,21,35,1
"3830",50,21,14,1
"3831",50,21,19,1
"3832",50,21,56,1
"3833",50,21,9,1
"3834",50,21,12,1
"3835",50,21,4,1
"3836",50,21,11,1
"3837",50,21,18,1
"3838",50,21,26,1
"3839",50,21,221,1
"3840",50,21,19,1
"3841",50,21,15,1
"3842",50,21,31,1
"3843",50,21,19,1
"3844",50,21,10,1
"3845",50,21,24,1
"3846",50,21,21,1
"3847",50,21,2,1
"3848",50,21,5,1
"3849",50,21,36,1
"3850",50,21,4,1
"3851",50,21,73,1
"3852",50,21,69,1
"3853",50,21,33,1
"3854",50,21,10,1
"3855",50,21,16,1
"3856",50,21,45,1
"3857",50,21,35,1
"3858",50,21,3,1
"3859",50,21,25,1
"3860",50,21,7,1
"3861",50,21,8,1
"3862",50,21,6,1
"3863",50,21,13,1
"3864",50,21,21,1
"3865",50,21,20,1
"3866",50,21,40,1
"3867",50,21,155,1
"3868",50,21,23,1
"3869",50,21,13,1
"3870",50,21,10,1
"3871",50,21,17,1
"3872",50,21,6,1
"3873",50,21,13,1
"3874",50,21,9,1
"3875",50,21,34,1
"3876",50,21,28,1
"3877",50,21,18,1
"3878",50,21,17,1
"3879",50,21,16,1
"3880",50,21,11,1
"3881",50,21,35,1
"3882",50,21,20,1
"3883",50,21,3,1
"3884",50,21,20,1
"3885",50,21,27,1
"3886",50,21,12,1
"3887",50,21,15,1
"3888",50,21,12,1
"3889",50,21,17,1
"3890",50,21,17,1
"3891",50,21,23,1
"3892",50,21,4,1
"3893",50,21,29,1
"3894",50,21,3,1
"3895",50,21,9,1
"3896",50,21,5,1
"3897",50,21,37,1
"3898",50,21,24,1
"3899",50,21,29,1
"3900",50,21,168,1
"3901",50,21,15,1
"3902",50,21,8,1
"3903",50,21,12,1
"3904",50,21,5,1
"3905",50,21,10,1
"3906",50,21,21,1
"3907",50,21,49,1
"3908",50,21,33,1
"3909",50,21,29,1
"3910",50,21,18,1
"3911",50,21,95,1
"3912",50,21,126,1
"3913",50,21,4,1
"3914",50,21,19,1
"3915",50,21,31,1
"3916",50,21,79,1
"3917",50,21,6,1
"3918",50,21,17,1
"3919",50,21,11,1
"3920",50,21,12,1
"3921",50,21,13,1
"3922",50,21,12,1
"3923",50,21,60,1
"3924",50,21,17,1
"3925",50,21,12,1
"3926",50,21,42,1
"3927",50,21,7,1
"3928",50,21,31,1
"3929",50,21,21,1
"3930",50,21,11,1
"3931",50,21,17,1
"3932",50,21,5,1
"3933",50,21,65,1
"3934",50,21,11,1
"3935",50,21,17,1
"3936",50,21,25,1
"3937",50,21,7,1
"3938",50,21,9,1
"3939",50,21,20,1
"3940",50,21,12,1
"3941",50,21,2,1
"3942",50,21,38,1
"3943",50,21,14,1
"3944",50,21,46,1
"3945",50,21,17,1
"3946",50,21,11,1
"3947",50,21,24,1
"3948",50,21,102,1
"3949",50,21,20,1
"3950",50,21,15,1
"3951",50,21,14,1
"3952",50,21,7,1
"3953",50,21,25,1
"3954",50,21,23,1
"3955",50,21,19,1
"3956",50,21,9,1
"3957",50,21,28,1
"3958",50,21,24,1
"3959",50,21,27,1
"3960",50,21,10,1
"3961",50,21,56,1
"3962",50,21,11,1
"3963",50,21,13,1
"3964",50,21,9,1
"3965",50,21,10,1
"3966",50,21,11,1
"3967",50,21,24,1
"3968",50,21,20,1
"3969",50,21,17,1
"3970",50,21,18,1
"3971",50,21,23,1
"3972",50,21,11,1
"3973",50,21,8,1
"3974",50,21,12,1
"3975",50,21,9,1
"3976",50,21,20,1
"3977",50,21,145,1
"3978",50,21,11,1
"3979",50,21,12,1
"3980",50,21,15,1
"3981",50,21,15,1
"3982",50,21,20,1
"3983",50,21,9,1
"3984",50,21,78,1
"3985",50,21,34,1
"3986",50,21,9,1
"3987",50,21,16,1
"3988",50,21,34,1
"3989",50,21,31,1
"3990",50,21,33,1
"3991",50,21,12,1
"3992",50,21,33,1
"3993",50,21,11,1
"3994",50,21,7,1
"3995",50,21,14,1
"3996",50,21,18,1
"3997",50,21,12,1
"3998",50,21,35,1
"3999",50,21,59,1
"4000",50,21,27,1
"4001",60,21,5,1
"4002",60,21,12,1
"4003",60,21,13,1
"4004",60,21,9,1
"4005",60,21,4,1
"4006",60,21,11,1
"4007",60,21,9,1
"4008",60,21,7,1
"4009",60,21,10,1
"4010",60,21,34,1
"4011",60,21,44,1
"4012",60,21,17,1
"4013",60,21,14,1
"4014",60,21,17,1
"4015",60,21,7,1
"4016",60,21,29,1
"4017",60,21,4,1
"4018",60,21,10,1
"4019",60,21,7,1
"4020",60,21,27,1
"4021",60,21,14,1
"4022",60,21,7,1
"4023",60,21,21,1
"4024",60,21,17,1
"4025",60,21,18,1
"4026",60,21,57,1
"4027",60,21,24,1
"4028",60,21,6,1
"4029",60,21,14,1
"4030",60,21,9,1
"4031",60,21,17,1
"4032",60,21,14,1
"4033",60,21,9,1
"4034",60,21,25,1
"4035",60,21,15,1
"4036",60,21,7,1
"4037",60,21,26,1
"4038",60,21,10,1
"4039",60,21,5,1
"4040",60,21,23,1
"4041",60,21,4,1
"4042",60,21,90,1
"4043",60,21,36,1
"4044",60,21,12,1
"4045",60,21,33,1
"4046",60,21,5,1
"4047",60,21,15,1
"4048",60,21,17,1
"4049",60,21,18,1
"4050",60,21,14,1
"4051",60,21,53,1
"4052",60,21,4,1
"4053",60,21,35,1
"4054",60,21,13,1
"4055",60,21,15,1
"4056",60,21,4,1
"4057",60,21,4,1
"4058",60,21,15,1
"4059",60,21,31,1
"4060",60,21,20,1
"4061",60,21,17,1
"4062",60,21,60,1
"4063",60,21,23,1
"4064",60,21,8,1
"4065",60,21,6,1
"4066",60,21,12,1
"4067",60,21,13,1
"4068",60,21,32,1
"4069",60,21,9,1
"4070",60,21,20,1
"4071",60,21,8,1
"4072",60,21,10,1
"4073",60,21,5,1
"4074",60,21,20,1
"4075",60,21,12,1
"4076",60,21,76,1
"4077",60,21,10,1
"4078",60,21,26,1
"4079",60,21,8,1
"4080",60,21,3,1
"4081",60,21,5,1
"4082",60,21,19,1
"4083",60,21,88,1
"4084",60,21,23,1
"4085",60,21,24,1
"4086",60,21,16,1
"4087",60,21,71,1
"4088",60,21,26,1
"4089",60,21,18,1
"4090",60,21,16,1
"4091",60,21,21,1
"4092",60,21,5,1
"4093",60,21,21,1
"4094",60,21,9,1
"4095",60,21,10,1
"4096",60,21,18,1
"4097",60,21,14,1
"4098",60,21,20,1
"4099",60,21,17,1
"4100",60,21,14,1
"4101",60,21,9,1
"4102",60,21,16,1
"4103",60,21,50,1
"4104",60,21,12,1
"4105",60,21,24,1
"4106",60,21,19,1
"4107",60,21,7,1
"4108",60,21,40,1
"4109",60,21,8,1
"4110",60,21,6,1
"4111",60,21,19,1
"4112",60,21,9,1
"4113",60,21,18,1
"4114",60,21,9,1
"4115",60,21,10,1
"4116",60,21,20,1
"4117",60,21,4,1
"4118",60,21,12,1
"4119",60,21,13,1
"4120",60,21,27,1
"4121",60,21,12,1
"4122",60,21,6,1
"4123",60,21,20,1
"4124",60,21,6,1
"4125",60,21,30,1
"4126",60,21,16,1
"4127",60,21,10,1
"4128",60,21,19,1
"4129",60,21,18,1
"4130",60,21,12,1
"4131",60,21,13,1
"4132",60,21,19,1
"4133",60,21,23,1
"4134",60,21,10,1
"4135",60,21,6,1
"4136",60,21,9,1
"4137",60,21,32,1
"4138",60,21,34,1
"4139",60,21,14,1
"4140",60,21,19,1
"4141",60,21,14,1
"4142",60,21,48,1
"4143",60,21,9,1
"4144",60,21,30,1
"4145",60,21,19,1
"4146",60,21,15,1
"4147",60,21,4,1
"4148",60,21,12,1
"4149",60,21,13,1
"4150",60,21,8,1
"4151",60,21,7,1
"4152",60,21,8,1
"4153",60,21,11,1
"4154",60,21,11,1
"4155",60,21,6,1
"4156",60,21,20,1
"4157",60,21,14,1
"4158",60,21,8,1
"4159",60,21,31,1
"4160",60,21,5,1
"4161",60,21,44,1
"4162",60,21,10,1
"4163",60,21,5,1
"4164",60,21,48,1
"4165",60,21,7,1
"4166",60,21,9,1
"4167",60,21,21,1
"4168",60,21,24,1
"4169",60,21,32,1
"4170",60,21,16,1
"4171",60,21,13,1
"4172",60,21,17,1
"4173",60,21,14,1
"4174",60,21,15,1
"4175",60,21,10,1
"4176",60,21,57,1
"4177",60,21,17,1
"4178",60,21,10,1
"4179",60,21,20,1
"4180",60,21,13,1
"4181",60,21,8,1
"4182",60,21,12,1
"4183",60,21,9,1
"4184",60,21,53,1
"4185",60,21,13,1
"4186",60,21,18,1
"4187",60,21,5,1
"4188",60,21,16,1
"4189",60,21,12,1
"4190",60,21,21,1
"4191",60,21,146,1
"4192",60,21,16,1
"4193",60,21,34,1
"4194",60,21,3,1
"4195",60,21,9,1
"4196",60,21,13,1
"4197",60,21,6,1
"4198",60,21,11,1
"4199",60,21,7,1
"4200",60,21,5,1
"4201",70,21,12,1
"4202",70,21,31,1
"4203",70,21,10,1
"4204",70,21,4,1
"4205",70,21,11,1
"4206",70,21,11,1
"4207",70,21,30,1
"4208",70,21,47,1
"4209",70,21,31,1
"4210",70,21,8,1
"4211",70,21,15,1
"4212",70,21,27,1
"4213",70,21,13,1
"4214",70,21,13,1
"4215",70,21,13,1
"4216",70,21,20,1
"4217",70,21,28,1
"4218",70,21,29,1
"4219",70,21,17,1
"4220",70,21,10,1
"4221",70,21,8,1
"4222",70,21,28,1
"4223",70,21,14,1
"4224",70,21,9,1
"4225",70,21,24,1
"4226",70,21,10,1
"4227",70,21,10,1
"4228",70,21,6,1
"4229",70,21,13,1
"4230",70,21,16,1
"4231",70,21,20,1
"4232",70,21,10,1
"4233",70,21,13,1
"4234",70,21,12,1
"4235",70,21,29,1
"4236",70,21,33,1
"4237",70,21,4,1
"4238",70,21,4,1
"4239",70,21,18,1
"4240",70,21,11,1
"4241",70,21,29,1
"4242",70,21,18,1
"4243",70,21,14,1
"4244",70,21,6,1
"4245",70,21,8,1
"4246",70,21,14,1
"4247",70,21,9,1
"4248",70,21,7,1
"4249",70,21,6,1
"4250",70,21,12,1
"4251",70,21,14,1
"4252",70,21,8,1
"4253",70,21,8,1
"4254",70,21,38,1
"4255",70,21,8,1
"4256",70,21,55,1
"4257",70,21,20,1
"4258",70,21,13,1
"4259",70,21,10,1
"4260",70,21,3,1
"4261",70,21,8,1
"4262",70,21,3,1
"4263",70,21,34,1
"4264",70,21,11,1
"4265",70,21,20,1
"4266",70,21,6,1
"4267",70,21,32,1
"4268",70,21,5,1
"4269",70,21,9,1
"4270",70,21,12,1
"4271",70,21,10,1
"4272",70,21,11,1
"4273",70,21,13,1
"4274",70,21,41,1
"4275",70,21,17,1
"4276",70,21,6,1
"4277",70,21,15,1
"4278",70,21,30,1
"4279",70,21,10,1
"4280",70,21,13,1
"4281",70,21,6,1
"4282",70,21,18,1
"4283",70,21,20,1
"4284",70,21,72,1
"4285",70,21,7,1
"4286",70,21,17,1
"4287",70,21,18,1
"4288",70,21,8,1
"4289",70,21,9,1
"4290",70,21,12,1
"4291",70,21,16,1
"4292",70,21,21,1
"4293",70,21,15,1
"4294",70,21,12,1
"4295",70,21,15,1
"4296",70,21,13,1
"4297",70,21,24,1
"4298",70,21,16,1
"4299",70,21,20,1
"4300",70,21,8,1
"4301",70,21,5,1
"4302",70,21,20,1
"4303",70,21,2,1
"4304",70,21,6,1
"4305",70,21,11,1
"4306",70,21,13,1
"4307",70,21,32,1
"4308",70,21,16,1
"4309",70,21,21,1
"4310",70,21,98,1
"4311",70,21,15,1
"4312",70,21,31,1
"4313",70,21,2,1
"4314",70,21,28,1
"4315",70,21,35,1
"4316",70,21,8,1
"4317",70,21,8,1
"4318",70,21,27,1
"4319",70,21,19,1
"4320",70,21,6,1
"4321",70,21,16,1
"4322",70,21,11,1
"4323",70,21,12,1
"4324",70,21,15,1
"4325",70,21,8,1
"4326",70,21,5,1
"4327",70,21,16,1
"4328",70,21,5,1
"4329",70,21,12,1
"4330",70,21,13,1
"4331",70,21,13,1
"4332",70,21,22,1
"4333",70,21,8,1
"4334",70,21,6,1
"4335",70,21,20,1
"4336",70,21,37,1
"4337",70,21,16,1
"4338",70,21,13,1
"4339",70,21,47,1
"4340",70,21,8,1
"4341",70,21,11,1
"4342",70,21,7,1
"4343",70,21,39,1
"4344",70,21,15,1
"4345",70,21,8,1
"4346",70,21,28,1
"4347",70,21,18,1
"4348",70,21,8,1
"4349",70,21,5,1
"4350",70,21,33,1
"4351",70,21,29,1
"4352",70,21,23,1
"4353",70,21,17,1
"4354",70,21,15,1
"4355",70,21,8,1
"4356",70,21,16,1
"4357",70,21,13,1
"4358",70,21,17,1
"4359",70,21,10,1
"4360",70,21,12,1
"4361",70,21,17,1
"4362",70,21,10,1
"4363",70,21,13,1
"4364",70,21,6,1
"4365",70,21,25,1
"4366",70,21,20,1
"4367",70,21,10,1
"4368",70,21,15,1
"4369",70,21,19,1
"4370",70,21,14,1
"4371",70,21,34,1
"4372",70,21,12,1
"4373",70,21,8,1
"4374",70,21,23,1
"4375",70,21,5,1
"4376",70,21,12,1
"4377",70,21,50,1
"4378",70,21,5,1
"4379",70,21,19,1
"4380",70,21,3,1
"4381",70,21,18,1
"4382",70,21,20,1
"4383",70,21,14,1
"4384",70,21,6,1
"4385",70,21,9,1
"4386",70,21,8,1
"4387",70,21,34,1
"4388",70,21,16,1
"4389",70,21,10,1
"4390",70,21,7,1
"4391",70,21,33,1
"4392",70,21,3,1
"4393",70,21,14,1
"4394",70,21,4,1
"4395",70,21,7,1
"4396",70,21,18,1
"4397",70,21,17,1
"4398",70,21,19,1
"4399",70,21,14,1
"4400",70,21,14,1
"4401",80,21,32,1
"4402",80,21,11,1
"4403",80,21,16,1
"4404",80,21,17,1
"4405",80,21,14,1
"4406",80,21,15,1
"4407",80,21,93,1
"4408",80,21,26,1
"4409",80,21,16,1
"4410",80,21,44,1
"4411",80,21,22,1
"4412",80,21,13,1
"4413",80,21,49,1
"4414",80,21,36,1
"4415",80,21,18,1
"4416",80,21,9,1
"4417",80,21,19,1
"4418",80,21,12,1
"4419",80,21,17,1
"4420",80,21,11,1
"4421",80,21,11,1
"4422",80,21,15,1
"4423",80,21,14,1
"4424",80,21,15,1
"4425",80,21,27,1
"4426",80,21,18,1
"4427",80,21,45,1
"4428",80,21,14,1
"4429",80,21,5,1
"4430",80,21,17,1
"4431",80,21,23,1
"4432",80,21,8,1
"4433",80,21,8,1
"4434",80,21,5,1
"4435",80,21,53,1
"4436",80,21,7,1
"4437",80,21,37,1
"4438",80,21,11,1
"4439",80,21,15,1
"4440",80,21,9,1
"4441",80,21,4,1
"4442",80,21,6,1
"4443",80,21,6,1
"4444",80,21,7,1
"4445",80,21,7,1
"4446",80,21,13,1
"4447",80,21,10,1
"4448",80,21,27,1
"4449",80,21,16,1
"4450",80,21,3,1
"4451",80,21,25,1
"4452",80,21,2,1
"4453",80,21,12,1
"4454",80,21,14,1
"4455",80,21,21,1
"4456",80,21,48,1
"4457",80,21,10,1
"4458",80,21,18,1
"4459",80,21,15,1
"4460",80,21,15,1
"4461",80,21,13,1
"4462",80,21,5,1
"4463",80,21,22,1
"4464",80,21,57,1
"4465",80,21,5,1
"4466",80,21,11,1
"4467",80,21,19,1
"4468",80,21,14,1
"4469",80,21,33,1
"4470",80,21,18,1
"4471",80,21,16,1
"4472",80,21,12,1
"4473",80,21,11,1
"4474",80,21,13,1
"4475",80,21,28,1
"4476",80,21,19,1
"4477",80,21,2,1
"4478",80,21,10,1
"4479",80,21,10,1
"4480",80,21,11,1
"4481",80,21,15,1
"4482",80,21,32,1
"4483",80,21,4,1
"4484",80,21,12,1
"4485",80,21,6,1
"4486",80,21,11,1
"4487",80,21,11,1
"4488",80,21,5,1
"4489",80,21,4,1
"4490",80,21,5,1
"4491",80,21,11,1
"4492",80,21,13,1
"4493",80,21,10,1
"4494",80,21,21,1
"4495",80,21,23,1
"4496",80,21,10,1
"4497",80,21,31,1
"4498",80,21,12,1
"4499",80,21,25,1
"4500",80,21,18,1
"4501",80,21,8,1
"4502",80,21,7,1
"4503",80,21,15,1
"4504",80,21,24,1
"4505",80,21,3,1
"4506",80,21,58,1
"4507",80,21,11,1
"4508",80,21,12,1
"4509",80,21,6,1
"4510",80,21,13,1
"4511",80,21,6,1
"4512",80,21,23,1
"4513",80,21,15,1
"4514",80,21,3,1
"4515",80,21,20,1
"4516",80,21,38,1
"4517",80,21,19,1
"4518",80,21,40,1
"4519",80,21,22,1
"4520",80,21,6,1
"4521",80,21,3,1
"4522",80,21,78,1
"4523",80,21,20,1
"4524",80,21,28,1
"4525",80,21,18,1
"4526",80,21,54,1
"4527",80,21,5,1
"4528",80,21,21,1
"4529",80,21,9,1
"4530",80,21,24,1
"4531",80,21,9,1
"4532",80,21,22,1
"4533",80,21,19,1
"4534",80,21,9,1
"4535",80,21,12,1
"4536",80,21,19,1
"4537",80,21,14,1
"4538",80,21,18,1
"4539",80,21,9,1
"4540",80,21,11,1
"4541",80,21,9,1
"4542",80,21,9,1
"4543",80,21,22,1
"4544",80,21,8,1
"4545",80,21,41,1
"4546",80,21,9,1
"4547",80,21,8,1
"4548",80,21,8,1
"4549",80,21,10,1
"4550",80,21,16,1
"4551",80,21,6,1
"4552",80,21,16,1
"4553",80,21,6,1
"4554",80,21,22,1
"4555",80,21,5,1
"4556",80,21,40,1
"4557",80,21,9,1
"4558",80,21,49,1
"4559",80,21,10,1
"4560",80,21,6,1
"4561",80,21,27,1
"4562",80,21,36,1
"4563",80,21,13,1
"4564",80,21,17,1
"4565",80,21,18,1
"4566",80,21,10,1
"4567",80,21,9,1
"4568",80,21,17,1
"4569",80,21,53,1
"4570",80,21,12,1
"4571",80,21,15,1
"4572",80,21,12,1
"4573",80,21,59,1
"4574",80,21,20,1
"4575",80,21,4,1
"4576",80,21,20,1
"4577",80,21,8,1
"4578",80,21,2,1
"4579",80,21,14,1
"4580",80,21,5,1
"4581",80,21,10,1
"4582",80,21,12,1
"4583",80,21,34,1
"4584",80,21,10,1
"4585",80,21,3,1
"4586",80,21,34,1
"4587",80,21,8,1
"4588",80,21,20,1
"4589",80,21,3,1
"4590",80,21,16,1
"4591",80,21,14,1
"4592",80,21,9,1
"4593",80,21,5,1
"4594",80,21,14,1
"4595",80,21,7,1
"4596",80,21,8,1
"4597",80,21,8,1
"4598",80,21,57,1
"4599",80,21,9,1
"4600",80,21,54,1
"4601",90,21,20,1
"4602",90,21,20,1
"4603",90,21,19,1
"4604",90,21,15,1
"4605",90,21,13,1
"4606",90,21,6,1
"4607",90,21,32,1
"4608",90,21,22,1
"4609",90,21,7,1
"4610",90,21,10,1
"4611",90,21,6,1
"4612",90,21,28,1
"4613",90,21,13,1
"4614",90,21,10,1
"4615",90,21,9,1
"4616",90,21,8,1
"4617",90,21,18,1
"4618",90,21,20,1
"4619",90,21,15,1
"4620",90,21,24,1
"4621",90,21,11,1
"4622",90,21,8,1
"4623",90,21,2,1
"4624",90,21,15,1
"4625",90,21,9,1
"4626",90,21,26,1
"4627",90,21,43,1
"4628",90,21,14,1
"4629",90,21,7,1
"4630",90,21,25,1
"4631",90,21,13,1
"4632",90,21,10,1
"4633",90,21,10,1
"4634",90,21,9,1
"4635",90,21,15,1
"4636",90,21,3,1
"4637",90,21,13,1
"4638",90,21,37,1
"4639",90,21,11,1
"4640",90,21,12,1
"4641",90,21,16,1
"4642",90,21,13,1
"4643",90,21,18,1
"4644",90,21,8,1
"4645",90,21,23,1
"4646",90,21,4,1
"4647",90,21,14,1
"4648",90,21,23,1
"4649",90,21,23,1
"4650",90,21,6,1
"4651",90,21,18,1
"4652",90,21,41,1
"4653",90,21,9,1
"4654",90,21,19,1
"4655",90,21,10,1
"4656",90,21,35,1
"4657",90,21,13,1
"4658",90,21,20,1
"4659",90,21,9,1
"4660",90,21,15,1
"4661",90,21,34,1
"4662",90,21,17,1
"4663",90,21,14,1
"4664",90,21,6,1
"4665",90,21,12,1
"4666",90,21,6,1
"4667",90,21,12,1
"4668",90,21,15,1
"4669",90,21,16,1
"4670",90,21,39,1
"4671",90,21,8,1
"4672",90,21,17,1
"4673",90,21,6,1
"4674",90,21,43,1
"4675",90,21,16,1
"4676",90,21,8,1
"4677",90,21,24,1
"4678",90,21,20,1
"4679",90,21,7,1
"4680",90,21,16,1
"4681",90,21,10,1
"4682",90,21,15,1
"4683",90,21,21,1
"4684",90,21,7,1
"4685",90,21,12,1
"4686",90,21,13,1
"4687",90,21,14,1
"4688",90,21,15,1
"4689",90,21,8,1
"4690",90,21,11,1
"4691",90,21,49,1
"4692",90,21,6,1
"4693",90,21,8,1
"4694",90,21,8,1
"4695",90,21,5,1
"4696",90,21,17,1
"4697",90,21,71,1
"4698",90,21,16,1
"4699",90,21,9,1
"4700",90,21,8,1
"4701",90,21,28,1
"4702",90,21,18,1
"4703",90,21,9,1
"4704",90,21,32,1
"4705",90,21,19,1
"4706",90,21,6,1
"4707",90,21,17,1
"4708",90,21,7,1
"4709",90,21,10,1
"4710",90,21,12,1
"4711",90,21,5,1
"4712",90,21,16,1
"4713",90,21,9,1
"4714",90,21,5,1
"4715",90,21,15,1
"4716",90,21,13,1
"4717",90,21,45,1
"4718",90,21,11,1
"4719",90,21,12,1
"4720",90,21,28,1
"4721",90,21,7,1
"4722",90,21,14,1
"4723",90,21,8,1
"4724",90,21,17,1
"4725",90,21,37,1
"4726",90,21,13,1
"4727",90,21,14,1
"4728",90,21,16,1
"4729",90,21,20,1
"4730",90,21,14,1
"4731",90,21,24,1
"4732",90,21,22,1
"4733",90,21,28,1
"4734",90,21,13,1
"4735",90,21,3,1
"4736",90,21,43,1
"4737",90,21,7,1
"4738",90,21,8,1
"4739",90,21,8,1
"4740",90,21,11,1
"4741",90,21,3,1
"4742",90,21,18,1
