"","n","k","Largos","NA","distri"
"3065",70,18,18,2,2
"3066",70,18,7,2,2
"3067",70,18,13,2,2
"3068",70,18,29,2,2
"3069",70,18,5,2,2
"3070",70,18,14,2,2
"3071",70,18,5,2,2
"3072",70,18,14,2,2
"3073",70,18,80,2,2
"3074",70,18,13,2,2
"3075",70,18,11,2,2
"3076",70,18,65,2,2
"3077",70,18,14,2,2
"3078",70,18,21,2,2
"3079",70,18,33,2,2
"3080",70,18,53,2,2
"3081",70,18,14,2,2
"3082",70,18,12,2,2
"3083",70,18,5,2,2
"3084",70,18,9,2,2
"3085",70,18,16,2,2
"3086",70,18,8,2,2
"3087",70,18,7,2,2
"3088",70,18,15,2,2
"3089",70,18,43,2,2
"3090",70,18,14,2,2
"3091",70,18,29,2,2
"3092",70,18,15,2,2
"3093",70,18,7,2,2
"3094",70,18,19,2,2
"3095",70,18,80,2,2
"3096",70,18,26,2,2
"3097",70,18,14,2,2
"3098",70,18,7,2,2
"3099",70,18,7,2,2
"3100",70,18,13,2,2
"3101",70,18,9,2,2
"3102",70,18,68,2,2
"3103",70,18,61,2,2
"3104",70,18,42,2,2
"3105",70,18,9,2,2
"3106",70,18,9,2,2
"3107",70,18,15,2,2
"3108",70,18,41,2,2
"3109",70,18,53,2,2
"3110",70,18,5,2,2
"3111",70,18,19,2,2
"3112",70,18,27,2,2
"3113",70,18,16,2,2
"3114",70,18,25,2,2
"3115",70,18,17,2,2
"3116",70,18,37,2,2
"3117",70,18,17,2,2
"3118",70,18,24,2,2
"3119",70,18,15,2,2
"3120",70,18,81,2,2
"3121",70,18,3,2,2
"3122",70,18,35,2,2
"3123",70,18,3,2,2
"3124",70,18,9,2,2
"3125",70,18,13,2,2
"3126",70,18,12,2,2
"3127",70,18,9,2,2
"3128",70,18,105,2,2
"3129",70,18,31,2,2
"3130",70,18,17,2,2
"3131",70,18,7,2,2
"3132",70,18,12,2,2
"3133",70,18,4,2,2
"3134",70,18,14,2,2
"3135",70,18,6,2,2
"3136",70,18,16,2,2
"3137",70,18,8,2,2
"3138",70,18,37,2,2
"3139",70,18,16,2,2
"3140",70,18,3,2,2
"3141",70,18,20,2,2
"3142",70,18,7,2,2
"3143",70,18,7,2,2
"3144",70,18,33,2,2
"3145",70,18,6,2,2
"3146",70,18,9,2,2
"3147",70,18,6,2,2
"3148",70,18,21,2,2
"3149",70,18,15,2,2
"3150",70,18,8,2,2
"3151",70,18,14,2,2
"3152",70,18,9,2,2
"3153",70,18,16,2,2
"3154",70,18,7,2,2
"3155",70,18,6,2,2
"3156",70,18,13,2,2
"3157",70,18,18,2,2
"3158",70,18,23,2,2
"3159",70,18,68,2,2
"3160",70,18,9,2,2
"3161",70,18,10,2,2
"3162",70,18,107,2,2
"3163",70,18,7,2,2
"3164",70,18,11,2,2
"3165",70,18,9,2,2
"3166",70,18,25,2,2
"3167",70,18,8,2,2
"3168",70,18,16,2,2
"3169",70,18,18,2,2
"3170",70,18,16,2,2
"3171",70,18,75,2,2
"3172",70,18,46,2,2
"3173",70,18,7,2,2
"3174",70,18,25,2,2
"3175",70,18,17,2,2
"3176",70,18,7,2,2
"3177",70,18,10,2,2
"3178",70,18,17,2,2
"3179",70,18,5,2,2
"3180",70,18,46,2,2
"3181",70,18,17,2,2
"3182",70,18,7,2,2
"3183",70,18,30,2,2
"3184",70,18,20,2,2
"3185",70,18,56,2,2
"3186",70,18,19,2,2
"3187",70,18,11,2,2
"3188",70,18,11,2,2
"3189",70,18,12,2,2
"3190",70,18,19,2,2
"3191",70,18,11,2,2
"3192",70,18,13,2,2
"3193",70,18,22,2,2
"3194",70,18,23,2,2
"3195",70,18,20,2,2
"3196",70,18,42,2,2
"3197",70,18,5,2,2
"3198",70,18,19,2,2
"3199",70,18,19,2,2
"3200",70,18,14,2,2
"3201",80,18,11,2,2
"3202",80,18,16,2,2
"3203",80,18,27,2,2
"3204",80,18,19,2,2
"3205",80,18,13,2,2
"3206",80,18,14,2,2
"3207",80,18,20,2,2
"3208",80,18,21,2,2
"3209",80,18,27,2,2
"3210",80,18,9,2,2
"3211",80,18,38,2,2
"3212",80,18,10,2,2
"3213",80,18,11,2,2
"3214",80,18,10,2,2
"3215",80,18,11,2,2
"3216",80,18,14,2,2
"3217",80,18,7,2,2
"3218",80,18,24,2,2
"3219",80,18,6,2,2
"3220",80,18,5,2,2
"3221",80,18,22,2,2
"3222",80,18,20,2,2
"3223",80,18,15,2,2
"3224",80,18,8,2,2
"3225",80,18,24,2,2
"3226",80,18,11,2,2
"3227",80,18,21,2,2
"3228",80,18,3,2,2
"3229",80,18,13,2,2
"3230",80,18,18,2,2
"3231",80,18,12,2,2
"3232",80,18,23,2,2
"3233",80,18,9,2,2
"3234",80,18,6,2,2
"3235",80,18,18,2,2
"3236",80,18,11,2,2
"3237",80,18,14,2,2
"3238",80,18,4,2,2
"3239",80,18,19,2,2
"3240",80,18,12,2,2
"3241",80,18,5,2,2
"3242",80,18,15,2,2
"3243",80,18,9,2,2
"3244",80,18,6,2,2
"3245",80,18,23,2,2
"3246",80,18,3,2,2
"3247",80,18,6,2,2
"3248",80,18,16,2,2
"3249",80,18,10,2,2
"3250",80,18,10,2,2
"3251",80,18,35,2,2
"3252",80,18,15,2,2
"3253",80,18,18,2,2
"3254",80,18,7,2,2
"3255",80,18,34,2,2
"3256",80,18,9,2,2
"3257",80,18,12,2,2
"3258",80,18,18,2,2
"3259",80,18,15,2,2
"3260",80,18,9,2,2
"3261",80,18,28,2,2
"3262",80,18,9,2,2
"3263",80,18,11,2,2
"3264",80,18,40,2,2
"3265",80,18,11,2,2
"3266",80,18,22,2,2
"3267",80,18,12,2,2
"3268",80,18,16,2,2
"3269",80,18,6,2,2
"3270",80,18,12,2,2
"3271",80,18,25,2,2
"3272",80,18,11,2,2
"3273",80,18,11,2,2
"3274",80,18,10,2,2
"3275",80,18,15,2,2
"3276",80,18,4,2,2
"3277",80,18,17,2,2
"3278",80,18,16,2,2
"3279",80,18,24,2,2
"3280",80,18,50,2,2
"3281",80,18,11,2,2
"3282",80,18,6,2,2
"3283",80,18,12,2,2
"3284",80,18,10,2,2
"3285",80,18,15,2,2
"3286",80,18,13,2,2
"3287",80,18,18,2,2
"3288",80,18,11,2,2
"3289",80,18,26,2,2
"3290",80,18,14,2,2
"3291",80,18,15,2,2
"3292",80,18,18,2,2
"3293",80,18,10,2,2
"3294",80,18,5,2,2
"3295",80,18,12,2,2
"3296",80,18,16,2,2
"3297",80,18,2,2,2
"3298",80,18,11,2,2
"3299",80,18,12,2,2
"3300",80,18,10,2,2
"3301",80,18,19,2,2
"3302",80,18,10,2,2
"3303",80,18,15,2,2
"3304",80,18,10,2,2
"3305",80,18,11,2,2
"3306",80,18,22,2,2
"3307",80,18,6,2,2
"3308",80,18,11,2,2
"3309",80,18,37,2,2
"3310",80,18,10,2,2
"3311",80,18,22,2,2
"3312",80,18,13,2,2
"3313",80,18,7,2,2
"3314",80,18,17,2,2
"3315",80,18,19,2,2
"3316",80,18,74,2,2
"3317",80,18,16,2,2
"3318",80,18,10,2,2
"3319",80,18,18,2,2
"3320",80,18,10,2,2
"3321",80,18,14,2,2
"3322",80,18,18,2,2
"3323",80,18,6,2,2
"3324",80,18,16,2,2
"3325",80,18,14,2,2
"3326",80,18,18,2,2
"3327",80,18,21,2,2
"3328",80,18,26,2,2
"3329",80,18,13,2,2
"3330",80,18,7,2,2
"3331",80,18,8,2,2
"3332",80,18,10,2,2
"3333",80,18,37,2,2
"3334",80,18,19,2,2
"3335",80,18,22,2,2
"3336",80,18,19,2,2
"3337",80,18,20,2,2
"3338",80,18,11,2,2
"3339",80,18,9,2,2
"3340",80,18,6,2,2
"3341",80,18,22,2,2
"3342",80,18,76,2,2
"3343",80,18,17,2,2
"3344",80,18,15,2,2
"3345",80,18,7,2,2
"3346",80,18,25,2,2
"3347",80,18,19,2,2
"3348",80,18,2,2,2
"3349",80,18,28,2,2
"3350",80,18,8,2,2
"3351",80,18,24,2,2
"3352",80,18,19,2,2
"3353",80,18,9,2,2
"3354",80,18,18,2,2
"3355",80,18,11,2,2
"3356",80,18,13,2,2
"3357",80,18,9,2,2
"3358",80,18,17,2,2
"3359",80,18,29,2,2
"3360",80,18,43,2,2
"3361",80,18,7,2,2
"3362",80,18,33,2,2
"3363",80,18,19,2,2
"3364",80,18,11,2,2
"3365",80,18,16,2,2
"3366",80,18,13,2,2
"3367",80,18,12,2,2
"3368",80,18,8,2,2
"3369",80,18,11,2,2
"3370",80,18,9,2,2
"3371",80,18,16,2,2
"3372",80,18,13,2,2
"3373",80,18,17,2,2
"3374",80,18,19,2,2
"3375",80,18,19,2,2
"3376",80,18,20,2,2
"3377",80,18,13,2,2
"3378",80,18,5,2,2
"3379",80,18,18,2,2
"3380",80,18,42,2,2
"3381",80,18,17,2,2
"3382",80,18,4,2,2
"3383",80,18,14,2,2
"3384",80,18,17,2,2
"3385",80,18,11,2,2
"3386",80,18,17,2,2
"3387",80,18,17,2,2
"3388",80,18,10,2,2
"3389",80,18,15,2,2
"3390",80,18,33,2,2
"3391",80,18,10,2,2
"3392",80,18,26,2,2
"3393",80,18,59,2,2
"3394",80,18,23,2,2
"3395",80,18,7,2,2
"3396",80,18,11,2,2
"3397",80,18,34,2,2
"3398",80,18,14,2,2
"3399",80,18,12,2,2
"3400",80,18,20,2,2
"3401",90,18,3,2,2
"3402",90,18,10,2,2
"3403",90,18,12,2,2
"3404",90,18,20,2,2
"3405",90,18,31,2,2
"3406",90,18,19,2,2
"3407",90,18,20,2,2
"3408",90,18,6,2,2
"3409",90,18,18,2,2
"3410",90,18,11,2,2
"3411",90,18,9,2,2
"3412",90,18,22,2,2
"3413",90,18,17,2,2
"3414",90,18,7,2,2
"3415",90,18,19,2,2
"3416",90,18,14,2,2
"3417",90,18,6,2,2
"3418",90,18,9,2,2
"3419",90,18,14,2,2
"3420",90,18,17,2,2
"3421",90,18,10,2,2
"3422",90,18,17,2,2
"3423",90,18,10,2,2
"3424",90,18,14,2,2
"3425",90,18,41,2,2
"3426",90,18,10,2,2
"3427",90,18,13,2,2
"3428",90,18,14,2,2
"3429",90,18,12,2,2
"3430",90,18,9,2,2
"3431",90,18,17,2,2
"3432",90,18,6,2,2
"3433",90,18,14,2,2
"3434",90,18,16,2,2
"3435",90,18,9,2,2
"3436",90,18,8,2,2
"3437",90,18,18,2,2
"3438",90,18,11,2,2
"3439",90,18,17,2,2
"3440",90,18,31,2,2
"3441",90,18,19,2,2
"3442",90,18,12,2,2
"3443",90,18,15,2,2
"3444",90,18,6,2,2
"3445",90,18,4,2,2
"3446",90,18,7,2,2
"3447",90,18,9,2,2
"3448",90,18,22,2,2
"3449",90,18,7,2,2
"3450",90,18,16,2,2
"3451",90,18,10,2,2
"3452",90,18,11,2,2
"3453",90,18,14,2,2
"3454",90,18,8,2,2
"3455",90,18,8,2,2
"3456",90,18,14,2,2
"3457",90,18,15,2,2
"3458",90,18,16,2,2
"3459",90,18,16,2,2
"3460",90,18,19,2,2
"3461",90,18,17,2,2
"3462",90,18,5,2,2
"3463",90,18,14,2,2
"3464",90,18,9,2,2
"3465",90,18,15,2,2
"3466",90,18,13,2,2
"3467",90,18,13,2,2
"3468",90,18,3,2,2
"3469",90,18,9,2,2
"3470",90,18,22,2,2
"3471",90,18,9,2,2
"3472",90,18,20,2,2
"3473",90,18,5,2,2
"3474",90,18,34,2,2
"3475",90,18,2,2,2
"3476",90,18,16,2,2
"3477",90,18,28,2,2
"3478",90,18,20,2,2
"3479",90,18,11,2,2
"3480",90,18,21,2,2
"3481",90,18,7,2,2
"3482",90,18,12,2,2
"3483",90,18,10,2,2
"3484",90,18,11,2,2
"3485",90,18,8,2,2
"3486",90,18,33,2,2
"3487",90,18,10,2,2
"3488",90,18,41,2,2
"3489",90,18,15,2,2
"3490",90,18,52,2,2
"3491",90,18,23,2,2
"3492",90,18,11,2,2
"3493",90,18,10,2,2
"3494",90,18,15,2,2
"3495",90,18,18,2,2
"3496",90,18,13,2,2
"3497",90,18,6,2,2
"3498",90,18,6,2,2
"3499",90,18,6,2,2
"3500",90,18,15,2,2
"3501",90,18,10,2,2
"3502",90,18,16,2,2
"3503",90,18,21,2,2
"3504",90,18,17,2,2
"3505",90,18,130,2,2
"3506",90,18,29,2,2
"3507",90,18,22,2,2
"3508",90,18,9,2,2
"3509",90,18,7,2,2
"3510",90,18,8,2,2
"3511",90,18,10,2,2
"3512",90,18,43,2,2
"3513",90,18,20,2,2
"3514",90,18,19,2,2
"3515",90,18,18,2,2
"3516",90,18,21,2,2
"3517",90,18,23,2,2
"3518",90,18,22,2,2
"3519",90,18,44,2,2
"3520",90,18,9,2,2
"3521",90,18,10,2,2
"3522",90,18,11,2,2
"3523",90,18,14,2,2
"3524",90,18,5,2,2
"3525",90,18,11,2,2
"3526",90,18,8,2,2
"3527",90,18,23,2,2
"3528",90,18,7,2,2
"3529",90,18,27,2,2
"3530",90,18,5,2,2
"3531",90,18,16,2,2
"3532",90,18,13,2,2
"3533",90,18,13,2,2
"3534",90,18,12,2,2
"3535",90,18,16,2,2
"3536",90,18,13,2,2
"3537",90,18,6,2,2
"3538",90,18,12,2,2
"3539",90,18,10,2,2
"3540",90,18,12,2,2
"3541",90,18,10,2,2
"3542",90,18,16,2,2
"3543",90,18,19,2,2
"3544",90,18,7,2,2
"3545",90,18,27,2,2
"3546",90,18,16,2,2
"3547",90,18,22,2,2
"3548",90,18,8,2,2
"3549",90,18,9,2,2
"3550",90,18,11,2,2
"3551",90,18,10,2,2
"3552",90,18,11,2,2
"3553",90,18,15,2,2
"3554",90,18,13,2,2
"3555",90,18,27,2,2
"3556",90,18,15,2,2
"3557",90,18,18,2,2
"3558",90,18,22,2,2
"3559",90,18,15,2,2
"3560",90,18,24,2,2
"3561",90,18,10,2,2
"3562",90,18,19,2,2
"3563",90,18,6,2,2
"3564",90,18,23,2,2
"3565",90,18,4,2,2
"3566",90,18,10,2,2
"3567",90,18,11,2,2
"3568",90,18,33,2,2
"3569",90,18,18,2,2
"3570",90,18,24,2,2
"3571",90,18,6,2,2
"3572",90,18,7,2,2
"3573",90,18,24,2,2
"3574",90,18,10,2,2
"3575",90,18,7,2,2
"3576",90,18,6,2,2
"3577",90,18,18,2,2
"3578",90,18,9,2,2
"3579",90,18,26,2,2
"3580",90,18,13,2,2
"3581",90,18,54,2,2
"3582",90,18,19,2,2
"3583",90,18,18,2,2
"3584",90,18,9,2,2
"3585",90,18,18,2,2
"3586",90,18,39,2,2
"3587",90,18,7,2,2
"3588",90,18,6,2,2
"3589",90,18,18,2,2
"3590",90,18,10,2,2
"3591",90,18,14,2,2
"3592",90,18,15,2,2
"3593",90,18,18,2,2
"3594",90,18,3,2,2
"3595",90,18,9,2,2
"3596",90,18,10,2,2
"3597",90,18,15,2,2
"3598",90,18,23,2,2
"3599",90,18,12,2,2
"3600",90,18,7,2,2
"3601",40,21,26,2,2
"3602",40,21,10,2,2
"3603",40,21,5,2,2
"3604",40,21,10,2,2
"3605",40,21,109,2,2
"3606",40,21,29,2,2
"3607",40,21,13,2,2
"3608",40,21,86,2,2
"3609",40,21,11,2,2
"3610",40,21,21,2,2
"3611",40,21,16,2,2
"3612",40,21,79,2,2
"3613",40,21,13,2,2
"3614",40,21,17,2,2
"3615",40,21,9,2,2
"3616",40,21,17,2,2
"3617",40,21,16,2,2
"3618",40,21,66,2,2
"3619",40,21,20,2,2
"3620",40,21,51,2,2
"3621",40,21,36,2,2
"3622",40,21,14,2,2
"3623",40,21,53,2,2
"3624",40,21,30,2,2
"3625",40,21,7,2,2
"3626",40,21,14,2,2
"3627",40,21,8,2,2
"3628",40,21,18,2,2
"3629",40,21,18,2,2
"3630",40,21,20,2,2
"3631",40,21,10,2,2
"3632",40,21,27,2,2
"3633",40,21,22,2,2
"3634",40,21,29,2,2
"3635",40,21,87,2,2
"3636",40,21,76,2,2
"3637",40,21,13,2,2
"3638",40,21,22,2,2
"3639",40,21,35,2,2
"3640",40,21,21,2,2
"3641",40,21,9,2,2
"3642",40,21,2,2,2
"3643",40,21,11,2,2
"3644",40,21,14,2,2
"3645",40,21,8,2,2
"3646",40,21,9,2,2
"3647",40,21,5,2,2
"3648",40,21,12,2,2
"3649",40,21,8,2,2
"3650",40,21,8,2,2
"3651",40,21,16,2,2
"3652",40,21,15,2,2
"3653",40,21,13,2,2
"3654",40,21,17,2,2
"3655",40,21,24,2,2
"3656",40,21,10,2,2
"3657",40,21,5,2,2
"3658",40,21,32,2,2
"3659",40,21,25,2,2
"3660",40,21,13,2,2
"3661",40,21,23,2,2
"3662",40,21,17,2,2
"3663",40,21,51,2,2
"3664",40,21,11,2,2
"3665",40,21,17,2,2
"3666",40,21,33,2,2
"3667",40,21,5,2,2
"3668",40,21,72,2,2
"3669",40,21,19,2,2
"3670",40,21,13,2,2
"3671",40,21,12,2,2
"3672",40,21,77,2,2
"3673",40,21,47,2,2
"3674",40,21,7,2,2
"3675",40,21,50,2,2
"3676",40,21,16,2,2
"3677",40,21,17,2,2
"3678",40,21,8,2,2
"3679",40,21,9,2,2
"3680",40,21,9,2,2
"3681",40,21,11,2,2
"3682",40,21,32,2,2
"3683",40,21,21,2,2
"3684",40,21,10,2,2
"3685",40,21,25,2,2
"3686",40,21,74,2,2
"3687",40,21,7,2,2
"3688",40,21,38,2,2
"3689",40,21,54,2,2
"3690",40,21,11,2,2
"3691",40,21,59,2,2
"3692",40,21,10,2,2
"3693",40,21,20,2,2
"3694",40,21,57,2,2
"3695",40,21,12,2,2
"3696",40,21,39,2,2
"3697",40,21,14,2,2
"3698",40,21,31,2,2
"3699",40,21,110,2,2
"3700",40,21,17,2,2
"3701",40,21,41,2,2
"3702",40,21,14,2,2
"3703",40,21,11,2,2
"3704",40,21,15,2,2
"3705",40,21,16,2,2
"3706",40,21,17,2,2
"3707",40,21,13,2,2
"3708",40,21,53,2,2
"3709",40,21,32,2,2
"3710",40,21,6,2,2
"3711",40,21,82,2,2
"3712",40,21,9,2,2
"3713",40,21,36,2,2
"3714",40,21,5,2,2
"3715",40,21,9,2,2
"3716",40,21,113,2,2
"3717",40,21,11,2,2
"3718",40,21,54,2,2
"3719",40,21,10,2,2
"3720",40,21,9,2,2
"3721",40,21,19,2,2
"3722",40,21,4,2,2
"3723",40,21,17,2,2
"3724",40,21,9,2,2
"3725",40,21,19,2,2
"3726",40,21,25,2,2
"3727",40,21,76,2,2
"3728",40,21,10,2,2
"3729",40,21,9,2,2
"3730",40,21,7,2,2
"3731",40,21,13,2,2
"3732",40,21,6,2,2
"3733",40,21,20,2,2
"3734",40,21,7,2,2
"3735",40,21,10,2,2
"3736",40,21,6,2,2
"3737",40,21,108,2,2
"3738",40,21,2,2,2
"3739",40,21,28,2,2
"3740",40,21,17,2,2
"3741",40,21,19,2,2
"3742",40,21,36,2,2
"3743",40,21,16,2,2
"3744",40,21,6,2,2
"3745",40,21,61,2,2
"3746",40,21,10,2,2
"3747",40,21,8,2,2
"3748",40,21,20,2,2
"3749",40,21,159,2,2
"3750",40,21,19,2,2
"3751",40,21,59,2,2
"3752",40,21,9,2,2
"3753",40,21,14,2,2
"3754",40,21,15,2,2
"3755",40,21,120,2,2
"3756",40,21,11,2,2
"3757",40,21,25,2,2
"3758",40,21,21,2,2
"3759",40,21,14,2,2
"3760",40,21,4,2,2
"3761",40,21,5,2,2
"3762",40,21,19,2,2
"3763",40,21,14,2,2
"3764",40,21,117,2,2
"3765",40,21,26,2,2
"3766",40,21,47,2,2
"3767",40,21,23,2,2
"3768",40,21,53,2,2
"3769",40,21,15,2,2
"3770",40,21,8,2,2
"3771",40,21,15,2,2
"3772",40,21,11,2,2
"3773",40,21,25,2,2
"3774",40,21,5,2,2
"3775",40,21,25,2,2
"3776",40,21,14,2,2
"3777",40,21,6,2,2
"3778",40,21,10,2,2
"3779",40,21,8,2,2
"3780",40,21,38,2,2
"3781",40,21,8,2,2
"3782",40,21,19,2,2
"3783",40,21,76,2,2
"3784",40,21,8,2,2
"3785",40,21,11,2,2
"3786",40,21,82,2,2
"3787",40,21,14,2,2
"3788",40,21,49,2,2
"3789",40,21,13,2,2
"3790",40,21,31,2,2
"3791",40,21,7,2,2
"3792",40,21,15,2,2
"3793",40,21,23,2,2
"3794",40,21,17,2,2
"3795",40,21,10,2,2
"3796",40,21,16,2,2
"3797",40,21,75,2,2
"3798",40,21,13,2,2
"3799",40,21,36,2,2
"3800",40,21,37,2,2
"3801",50,21,6,2,2
"3802",50,21,20,2,2
"3803",50,21,24,2,2
"3804",50,21,10,2,2
"3805",50,21,30,2,2
"3806",50,21,11,2,2
"3807",50,21,50,2,2
"3808",50,21,117,2,2
"3809",50,21,18,2,2
"3810",50,21,25,2,2
"3811",50,21,30,2,2
"3812",50,21,13,2,2
"3813",50,21,135,2,2
"3814",50,21,26,2,2
"3815",50,21,18,2,2
"3816",50,21,8,2,2
"3817",50,21,3,2,2
"3818",50,21,108,2,2
"3819",50,21,27,2,2
"3820",50,21,24,2,2
"3821",50,21,16,2,2
"3822",50,21,8,2,2
"3823",50,21,9,2,2
"3824",50,21,5,2,2
"3825",50,21,21,2,2
"3826",50,21,11,2,2
"3827",50,21,6,2,2
"3828",50,21,48,2,2
"3829",50,21,27,2,2
"3830",50,21,5,2,2
"3831",50,21,18,2,2
"3832",50,21,14,2,2
"3833",50,21,15,2,2
"3834",50,21,19,2,2
"3835",50,21,80,2,2
"3836",50,21,16,2,2
"3837",50,21,2,2,2
"3838",50,21,9,2,2
"3839",50,21,9,2,2
"3840",50,21,29,2,2
"3841",50,21,13,2,2
"3842",50,21,9,2,2
"3843",50,21,9,2,2
"3844",50,21,13,2,2
"3845",50,21,56,2,2
"3846",50,21,11,2,2
"3847",50,21,12,2,2
"3848",50,21,16,2,2
"3849",50,21,10,2,2
"3850",50,21,13,2,2
"3851",50,21,3,2,2
"3852",50,21,115,2,2
"3853",50,21,23,2,2
"3854",50,21,21,2,2
"3855",50,21,9,2,2
"3856",50,21,7,2,2
"3857",50,21,20,2,2
"3858",50,21,12,2,2
"3859",50,21,45,2,2
"3860",50,21,6,2,2
"3861",50,21,12,2,2
"3862",50,21,12,2,2
"3863",50,21,14,2,2
"3864",50,21,17,2,2
"3865",50,21,24,2,2
"3866",50,21,90,2,2
"3867",50,21,13,2,2
"3868",50,21,26,2,2
"3869",50,21,6,2,2
"3870",50,21,7,2,2
"3871",50,21,32,2,2
"3872",50,21,72,2,2
"3873",50,21,30,2,2
"3874",50,21,3,2,2
"3875",50,21,40,2,2
"3876",50,21,54,2,2
"3877",50,21,12,2,2
"3878",50,21,25,2,2
"3879",50,21,5,2,2
"3880",50,21,21,2,2
"3881",50,21,11,2,2
"3882",50,21,10,2,2
"3883",50,21,3,2,2
"3884",50,21,11,2,2
"3885",50,21,14,2,2
"3886",50,21,56,2,2
"3887",50,21,14,2,2
"3888",50,21,43,2,2
"3889",50,21,21,2,2
"3890",50,21,11,2,2
"3891",50,21,15,2,2
"3892",50,21,13,2,2
"3893",50,21,14,2,2
"3894",50,21,19,2,2
"3895",50,21,11,2,2
"3896",50,21,12,2,2
"3897",50,21,23,2,2
"3898",50,21,4,2,2
"3899",50,21,10,2,2
"3900",50,21,16,2,2
"3901",50,21,10,2,2
"3902",50,21,17,2,2
"3903",50,21,23,2,2
"3904",50,21,16,2,2
"3905",50,21,6,2,2
"3906",50,21,28,2,2
"3907",50,21,11,2,2
"3908",50,21,6,2,2
"3909",50,21,88,2,2
"3910",50,21,20,2,2
"3911",50,21,15,2,2
"3912",50,21,13,2,2
"3913",50,21,15,2,2
"3914",50,21,5,2,2
"3915",50,21,6,2,2
"3916",50,21,22,2,2
"3917",50,21,19,2,2
"3918",50,21,9,2,2
"3919",50,21,50,2,2
"3920",50,21,19,2,2
"3921",50,21,18,2,2
"3922",50,21,8,2,2
"3923",50,21,9,2,2
"3924",50,21,19,2,2
"3925",50,21,67,2,2
"3926",50,21,12,2,2
"3927",50,21,12,2,2
"3928",50,21,7,2,2
"3929",50,21,30,2,2
"3930",50,21,134,2,2
"3931",50,21,3,2,2
"3932",50,21,6,2,2
"3933",50,21,8,2,2
"3934",50,21,26,2,2
"3935",50,21,10,2,2
"3936",50,21,20,2,2
"3937",50,21,7,2,2
"3938",50,21,16,2,2
"3939",50,21,120,2,2
"3940",50,21,34,2,2
"3941",50,21,15,2,2
"3942",50,21,20,2,2
"3943",50,21,8,2,2
"3944",50,21,18,2,2
"3945",50,21,4,2,2
"3946",50,21,18,2,2
"3947",50,21,10,2,2
"3948",50,21,2,2,2
"3949",50,21,8,2,2
"3950",50,21,20,2,2
"3951",50,21,71,2,2
"3952",50,21,9,2,2
"3953",50,21,14,2,2
"3954",50,21,15,2,2
"3955",50,21,5,2,2
"3956",50,21,5,2,2
"3957",50,21,8,2,2
"3958",50,21,11,2,2
"3959",50,21,11,2,2
"3960",50,21,32,2,2
"3961",50,21,3,2,2
"3962",50,21,2,2,2
"3963",50,21,9,2,2
"3964",50,21,17,2,2
"3965",50,21,113,2,2
"3966",50,21,27,2,2
"3967",50,21,107,2,2
"3968",50,21,5,2,2
"3969",50,21,6,2,2
"3970",50,21,20,2,2
"3971",50,21,22,2,2
"3972",50,21,26,2,2
"3973",50,21,13,2,2
"3974",50,21,9,2,2
"3975",50,21,8,2,2
"3976",50,21,4,2,2
"3977",50,21,52,2,2
"3978",50,21,3,2,2
"3979",50,21,2,2,2
"3980",50,21,13,2,2
"3981",50,21,12,2,2
"3982",50,21,69,2,2
"3983",50,21,29,2,2
"3984",50,21,12,2,2
"3985",50,21,14,2,2
"3986",50,21,18,2,2
"3987",50,21,18,2,2
"3988",50,21,45,2,2
"3989",50,21,12,2,2
"3990",50,21,21,2,2
"3991",50,21,47,2,2
"3992",50,21,64,2,2
"3993",50,21,10,2,2
"3994",50,21,10,2,2
"3995",50,21,15,2,2
"3996",50,21,12,2,2
"3997",50,21,8,2,2
"3998",50,21,14,2,2
"3999",50,21,32,2,2
"4000",50,21,10,2,2
"4001",60,21,8,2,2
"4002",60,21,14,2,2
"4003",60,21,7,2,2
"4004",60,21,6,2,2
"4005",60,21,8,2,2
"4006",60,21,19,2,2
"4007",60,21,22,2,2
"4008",60,21,8,2,2
"4009",60,21,14,2,2
"4010",60,21,8,2,2
"4011",60,21,5,2,2
"4012",60,21,36,2,2
"4013",60,21,14,2,2
"4014",60,21,108,2,2
"4015",60,21,8,2,2
"4016",60,21,17,2,2
"4017",60,21,10,2,2
"4018",60,21,15,2,2
"4019",60,21,2,2,2
"4020",60,21,25,2,2
"4021",60,21,23,2,2
"4022",60,21,11,2,2
"4023",60,21,24,2,2
"4024",60,21,16,2,2
"4025",60,21,15,2,2
"4026",60,21,11,2,2
"4027",60,21,10,2,2
"4028",60,21,21,2,2
"4029",60,21,8,2,2
"4030",60,21,9,2,2
"4031",60,21,14,2,2
"4032",60,21,16,2,2
"4033",60,21,13,2,2
"4034",60,21,12,2,2
"4035",60,21,22,2,2
"4036",60,21,24,2,2
"4037",60,21,31,2,2
"4038",60,21,6,2,2
"4039",60,21,11,2,2
"4040",60,21,5,2,2
"4041",60,21,31,2,2
"4042",60,21,11,2,2
"4043",60,21,61,2,2
"4044",60,21,31,2,2
"4045",60,21,5,2,2
"4046",60,21,36,2,2
"4047",60,21,3,2,2
"4048",60,21,9,2,2
"4049",60,21,8,2,2
"4050",60,21,18,2,2
"4051",60,21,26,2,2
"4052",60,21,35,2,2
"4053",60,21,7,2,2
"4054",60,21,98,2,2
"4055",60,21,19,2,2
"4056",60,21,11,2,2
"4057",60,21,15,2,2
"4058",60,21,20,2,2
"4059",60,21,57,2,2
"4060",60,21,16,2,2
"4061",60,21,46,2,2
"4062",60,21,12,2,2
